0	3.731529432	5.292104351
0	0.467734935	1.146179731
0	1.727566996	1.982807537
1	-0.576339971	1.180480748
1	-3.138056854	4.058838748
1	-2.940123522	3.694908714
0	0.767749953	1.258305597
0	-0.15445039	1.087216114
0	0.669494966	1.215587612
0	2.76026185	3.384761258
1	-0.793838808	1.270629466
0	2.694732757	3.276629351
1	-3.823479346	5.50224578
0	0.584318514	1.183282008
0	-0.446375452	1.140273441
0	1.26595296	1.564797662
0	3.320483302	4.41524683
1	-1.467942639	1.731843816
0	0.69820544	1.227465978
1	-2.2538552	2.616658637
0	1.025191523	1.397932842
0	2.032206794	2.329283997
0	-0.517254648	1.160934592
0	0.558500233	1.174356559
1	-1.379241894	1.655448231
1	-0.617933438	1.195507124
0	1.695570973	1.949675679
0	1.284324753	1.578970747
0	1.499170139	1.75987211
1	-1.507082743	1.767067764
0	-0.387426553	1.125405049
1	-3.983695933	5.88062457
0	0.371692295	1.121791936
0	0.419749995	1.133297493
0	3.028617357	3.854688236
1	-2.066608431	2.371938298
0	3.377044777	4.529840507
0	2.518427209	2.998598871
0	-0.507925506	1.158041467
1	-1.39129952	1.665553592
1	-2.307497198	2.690674354
1	-0.945383363	1.350359285
0	0.052866653	1.080845452
1	-1.30356284	1.594031013
0	0.547213403	1.170581359
0	0.496715984	1.154634848
0	0.301238288	1.107450213
1	-1.665734999	1.919338609
1	-1.587361567	1.842214315
1	-1.083915322	1.435398909
0	-0.413651833	1.131760121
1	-0.87226681	1.31015694
1	-2.642200343	3.191819852
0	1.200633051	1.516059716
1	-1.029729901	1.40075396
0	3.392415238	4.561315546
0	2.77140316	3.403404332
0	0.352408733	1.117568054
0	0.627728696	1.199198103
1	-3.442473826	4.664814378
0	1.062535375	1.421516881
0	0.008030838	1.08001951
0	0.881361757	1.31498156
1	-1.288651674	1.582338499
1	-0.924733286	1.338677324
0	1.639687071	1.893293541
0	-0.239167548	1.097303338
0	0.521526999	1.162277099
1	-1.506268745	1.766325774
1	-1.185278506	1.504977754
0	-0.308205017	1.108734576
1	-1.129383236	1.465840714
0	-0.470563464	1.146982567
0	0.325555902	1.11206096
0	0.017059847	1.080088039
1	-3.611912689	5.026388765
1	-2.128122105	2.449993368
0	3.441127774	4.662011508
0	2.04997832	2.351229362
0	-0.263223683	1.100959229
0	0.231925696	1.096271332
0	2.821834642	3.4887321
1	-1.830044312	2.09309131
0	0.353184078	1.117733545
0	-0.285308488	1.104623782
0	0.27742999	1.103282638
0	3.157583706	4.096026295
1	-0.729842213	1.241132571
0	0.7025983	1.229327422
0	3.367531463	4.510431116
0	2.097913239	2.411375087
1	-1.972357495	2.256783712
1	-3.120367182	4.025349134
0	2.190881787	2.531988809
0	0.266002189	1.101404042
0	2.703864084	3.291541497
0	2.128390406	2.450338831
0	0.232234925	1.096314751
0	0.736713446	1.244180877
1	-2.189767656	2.530512422
0	3.127615855	4.039049234
1	-1.304697435	1.594926207
0	2.389188012	2.806736355
0	-0.022873792	1.080158271
1	-3.597160685	4.99421841
1	-1.446001079	1.712503034
0	1.958223947	2.239978911
0	3.496197678	4.777577957
0	1.306591457	1.596422324
0	0.609111339	1.192232529
0	1.305834303	1.595823976
1	-0.962870672	1.360453779
0	0.879003892	1.313725972
1	-1.68747647	1.941391993
0	2.694732757	3.276629351
1	-2.248089004	2.608806011
1	-2.136766852	2.461146206
0	-0.543402621	1.169324138
1	-0.574584647	1.179869624
0	2.124083949	2.444799118
0	0.205759534	1.092806938
1	-0.634645403	1.201839373
1	-1.641615199	1.89520739
1	-1.665302989	1.918903299
0	1.544126462	1.801258776
0	1.370135578	1.64787463
0	4.931498552	8.436702585
0	-0.184700184	1.090319533
0	3.960594768	5.825109051
0	1.00899797	1.387968263
1	-1.67962753	1.933397464
0	2.916885933	3.653737622
0	1.871599125	2.139622193
0	2.713431968	3.307220696
0	1.40458269	1.676787891
1	-3.287550498	4.349416455
0	1.193311618	1.510757767
0	-0.304798959	1.108102978
0	-0.366867425	1.120713992
0	0.127915882	1.084949648
1	-1.905532372	2.17839372
0	0.217607976	1.094324352
0	0.623872438	1.197738088
0	2.93967787	3.694116059
0	-0.190693754	1.091000143
0	1.336470632	1.620311509
1	-5.055771908	8.812150949
1	-2.833476174	3.508647636
1	-1.383903054	1.659344268
1	-0.878496849	1.313456406
0	0.572035788	1.178985545
0	1.474561486	1.737735302
0	2.800879884	3.453090757
1	-1.605876605	1.860099
0	1.708535819	1.963026131
1	-3.286959327	4.348240739
0	-0.220070433	1.094650376
0	0.746547357	1.248593219
0	1.826560947	2.08923828
0	0.928821464	1.340969567
0	0.698532858	1.227604317
0	0.602065029	1.189650895
1	-1.538978722	1.796457791
0	2.97574843	3.758661312
1	-1.289970442	1.583367181
1	-0.771869964	1.26022443
0	4.950925359	8.494777727
0	-0.452964741	1.14206606
1	-0.8137431	1.280308794
0	1.83283646	2.096185071
0	0.511404323	1.159114151
1	-4.70870873	7.787011215
0	2.032720658	2.329915866
0	1.152789082	1.481999107
0	1.456951395	1.722118979
0	1.02222657	1.396096516
0	3.413888408	4.605526803
0	1.143589543	1.475608606
1	-1.254941253	1.556400459
1	-1.2845112	1.579115629
0	-0.211607585	1.093545275
0	-0.053173608	1.080855298
0	0.013540102	1.080055459
0	1.04495939	1.410311888
1	-1.545981831	1.802993097
1	-0.674838248	1.217760515
1	-1.881817298	2.151223993
1	-0.652689778	1.208866194
1	-0.844752321	1.295865962
1	-3.390487109	4.557359358
0	1.454159246	1.719660182
0	0.531190381	1.165354374
0	3.274035407	4.322590624
1	-1.429953045	1.698541627
1	-1.621979209	1.875822007
0	2.414362825	2.843317225
1	-1.160203738	1.487186996
0	1.087992132	1.438077381
0	-0.384152372	1.124640846
1	-0.947950412	1.35182952
0	2.732376743	3.338429506
0	0.253351118	1.099416504
1	-2.707683961	3.297794612
0	-0.155523594	1.087316745
0	2.025044523	2.32049361
1	-1.956987035	2.238513972
1	-0.69544285	1.226301329
1	-1.046537363	1.411310237
1	-0.815571184	1.281209798
0	1.579405762	1.834593074
0	2.525202945	3.008936598
1	-1.020657692	1.395126992
1	-2.087067514	2.39764487
1	-3.956265573	5.814741278
0	2.044553185	2.344509812
0	0.137422376	1.085712685
1	-3.365639714	4.506578031
1	-1.136750143	1.470890768
1	-1.353350854	1.634046456
0	0.594545781	1.186929118
1	-0.907402864	1.329072437
0	-0.058989826	1.081052639
0	-0.12622877	1.084819945
0	0.344484761	1.115897599
1	-1.816829354	2.078512842
0	5.421461537	9.971154174
1	-2.885344657	3.598377171
1	-0.988720785	1.375714559
0	0.420843662	1.13357559
1	-2.050496732	2.351872397
0	1.631565283	1.885256595
0	1.646976671	1.900540976
0	0.623713277	1.197678021
1	-0.856643965	1.301986262
1	-3.911791282	5.708888588
0	1.310004336	1.599123687
0	2.566480362	3.072513488
0	3.006643965	3.814572149
0	0.040163286	1.08048796
0	1.120424713	1.45974384
0	3.622117219	5.048719278
1	-1.933908607	2.211350756
0	0.068173449	1.081405905
0	0.617933438	1.195507124
1	-0.838067535	1.292463051
1	-2.362235136	2.767996839
1	-0.824722974	1.285750815
0	-0.418967829	1.133099048
1	-2.000670065	2.290810915
0	2.980850695	3.767854937
1	-0.65640279	1.210336548
1	-4.385619832	6.898182546
0	4.240209819	6.518762241
0	0.214683951	1.093941983
0	-0.04047024	1.080495447
1	-1.843109203	2.107608089
0	1.403800525	1.676123414
0	2.290607881	2.667182551
1	-2.205151759	2.55096502
0	0.021495907	1.080139777
0	0.082563929	1.082062083
0	2.430929271	2.867598679
0	1.339917617	1.623102214
1	-2.11015049	2.426952365
0	1.721796252	1.976786156
0	-0.469149199	1.146580544
0	3.415862011	4.609604267
0	-0.231618742	1.096228291
0	-0.496399934	1.154539901
1	-2.451552064	2.898057525
1	-1.690095814	1.944068218
1	-1.827952474	2.0907766
1	-0.891659511	1.320504647
0	0.530556008	1.165150627
1	-2.197862159	2.541255916
0	-0.505242497	1.157219169
0	1.06994321	1.426295488
0	4.64511686	7.60707597
0	0.427417035	1.13526231
0	1.776975296	2.035186464
0	-0.134662059	1.085485496
0	1.757757673	2.014637891
1	-1.130460987	1.466577468
0	0.378545337	1.123347213
0	0.136656126	1.085649156
